cs_uri,predicted_label,confidence
gs://skin_cancer_project2/Test_Images/ISIC_0034723.jpg,bkl_images,0.97063035
gs://skin_cancer_project2/Test_Images/ISIC_0034804.jpg,mel_images,0.5901498
gs://skin_cancer_project2/Test_Images/ISIC_0034609.jpg,nv_images,0.9083818
gs://skin_cancer_project2/Test_Images/ISIC_0035233.jpg,nv_images,0.9379381
gs://skin_cancer_project2/Test_Images/ISIC_0035974.jpg,bkl_images,0.59928656
gs://skin_cancer_project2/Test_Images/ISIC_0034663.jpg,bkl_images,0.3389167
gs://skin_cancer_project2/Test_Images/ISIC_0035557.jpg,nv_images,0.9101435
gs://skin_cancer_project2/Test_Images/ISIC_0035262.jpg,bcc_images,0.92129695
gs://skin_cancer_project2/Test_Images/ISIC_0035242.jpg,nv_images,0.93103504
gs://skin_cancer_project2/Test_Images/ISIC_0035797.jpg,nv_images,0.7745728
gs://skin_cancer_project2/Test_Images/ISIC_0034952.jpg,bcc_images,0.8696751
gs://skin_cancer_project2/Test_Images/ISIC_0034539.jpg,nv_images,0.6756614
gs://skin_cancer_project2/Test_Images/ISIC_0035801.jpg,nv_images,0.85405767
gs://skin_cancer_project2/Test_Images/ISIC_0034759.jpg,bcc_images,0.8520216
gs://skin_cancer_project2/Test_Images/ISIC_0034940.jpg,nv_images,0.9348157
gs://skin_cancer_project2/Test_Images/ISIC_0034945.jpg,nv_images,0.9260622
gs://skin_cancer_project2/Test_Images/ISIC_0035410.jpg,nv_images,0.8621751
gs://skin_cancer_project2/Test_Images/ISIC_0035064.jpg,df_images,0.9967366
gs://skin_cancer_project2/Test_Images/ISIC_0034610.jpg,nv_images,0.9180382
gs://skin_cancer_project2/Test_Images/ISIC_0035518.jpg,nv_images,0.42332697
gs://skin_cancer_project2/Test_Images/ISIC_0035205.jpg,nv_images,0.940261
gs://skin_cancer_project2/Test_Images/ISIC_0034667.jpg,nv_images,0.9320402
gs://skin_cancer_project2/Test_Images/ISIC_0035003.jpg,nv_images,0.91846305
gs://skin_cancer_project2/Test_Images/ISIC_0034577.jpg,nv_images,0.9222599
gs://skin_cancer_project2/Test_Images/ISIC_0035387.jpg,nv_images,0.37918457
gs://skin_cancer_project2/Test_Images/ISIC_0035318.jpg,bkl_images,0.8663855
gs://skin_cancer_project2/Test_Images/ISIC_0035617.jpg,nv_images,0.88345605
gs://skin_cancer_project2/Test_Images/ISIC_0034839.jpg,nv_images,0.8317777
gs://skin_cancer_project2/Test_Images/ISIC_0035716.jpg,nv_images,0.93602175
gs://skin_cancer_project2/Test_Images/ISIC_0034855.jpg,nv_images,0.9431679
gs://skin_cancer_project2/Test_Images/ISIC_0034729.jpg,nv_images,0.9262003
gs://skin_cancer_project2/Test_Images/ISIC_0036012.jpg,mel_images,0.98157173
gs://skin_cancer_project2/Test_Images/ISIC_0035966.jpg,nv_images,0.92532593
gs://skin_cancer_project2/Test_Images/ISIC_0034751.jpg,nv_images,0.8322353
gs://skin_cancer_project2/Test_Images/ISIC_0034534.jpg,nv_images,0.9034484
gs://skin_cancer_project2/Test_Images/ISIC_0035391.jpg,bkl_images,0.9649041
gs://skin_cancer_project2/Test_Images/ISIC_0034586.jpg,nv_images,0.5263438
gs://skin_cancer_project2/Test_Images/ISIC_0035115.jpg,bkl_images,0.73186135
gs://skin_cancer_project2/Test_Images/ISIC_0035261.jpg,bkl_images,0.51278675
gs://skin_cancer_project2/Test_Images/ISIC_0035104.jpg,bkl_images,0.91832584
gs://skin_cancer_project2/Test_Images/ISIC_0035096.jpg,nv_images,0.91910756
gs://skin_cancer_project2/Test_Images/ISIC_0035956.jpg,mel_images,0.98354626
gs://skin_cancer_project2/Test_Images/ISIC_0035079.jpg,nv_images,0.77103853
gs://skin_cancer_project2/Test_Images/ISIC_0035827.jpg,mel_images,0.970579
gs://skin_cancer_project2/Test_Images/ISIC_0034806.jpg,nv_images,0.93537277
gs://skin_cancer_project2/Test_Images/ISIC_0035855.jpg,bcc_images,0.95172685
gs://skin_cancer_project2/Test_Images/ISIC_0035255.jpg,nv_images,0.91352445
gs://skin_cancer_project2/Test_Images/ISIC_0036064.jpg,vasc_images,0.35181195
gs://skin_cancer_project2/Test_Images/ISIC_0035313.jpg,mel_images,0.71079636
gs://skin_cancer_project2/Test_Images/ISIC_0035705.jpg,nv_images,0.8471814
gs://skin_cancer_project2/Test_Images/ISIC_0034966.jpg,bcc_images,0.682733
gs://skin_cancer_project2/Test_Images/ISIC_0035614.jpg,nv_images,0.9344732
gs://skin_cancer_project2/Test_Images/ISIC_0035711.jpg,mel_images,0.8897899
gs://skin_cancer_project2/Test_Images/ISIC_0035712.jpg,nv_images,0.8985997
gs://skin_cancer_project2/Test_Images/ISIC_0035554.jpg,nv_images,0.9306712
gs://skin_cancer_project2/Test_Images/ISIC_0035715.jpg,bkl_images,0.89789593
gs://skin_cancer_project2/Test_Images/ISIC_0036033.jpg,nv_images,0.6436463
gs://skin_cancer_project2/Test_Images/ISIC_0034594.jpg,nv_images,0.9463234
gs://skin_cancer_project2/Test_Images/ISIC_0035109.jpg,bkl_images,0.8652797
gs://skin_cancer_project2/Test_Images/ISIC_0036013.jpg,nv_images,0.9408943
gs://skin_cancer_project2/Test_Images/ISIC_0035818.jpg,bkl_images,0.78527856
gs://skin_cancer_project2/Test_Images/ISIC_0035274.jpg,nv_images,0.930488
gs://skin_cancer_project2/Test_Images/ISIC_0035385.jpg,nv_images,0.9394949
gs://skin_cancer_project2/Test_Images/ISIC_0036061.jpg,nv_images,0.9121488
gs://skin_cancer_project2/Test_Images/ISIC_0035996.jpg,bkl_images,0.8928045
gs://skin_cancer_project2/Test_Images/ISIC_0034736.jpg,nv_images,0.93666136
gs://skin_cancer_project2/Test_Images/ISIC_0035464.jpg,bkl_images,0.9747278
gs://skin_cancer_project2/Test_Images/ISIC_0035564.jpg,bkl_images,0.8565639
gs://skin_cancer_project2/Test_Images/ISIC_0035973.jpg,nv_images,0.8571837
gs://skin_cancer_project2/Test_Images/ISIC_0034557.jpg,nv_images,0.95093054
gs://skin_cancer_project2/Test_Images/ISIC_0036062.jpg,mel_images,0.38813987
gs://skin_cancer_project2/Test_Images/ISIC_0035155.jpg,bkl_images,0.9114454
gs://skin_cancer_project2/Test_Images/ISIC_0035843.jpg,nv_images,0.9266259
gs://skin_cancer_project2/Test_Images/ISIC_0035081.jpg,mel_images,0.81836414
gs://skin_cancer_project2/Test_Images/ISIC_0034692.jpg,bkl_images,0.77149445
gs://skin_cancer_project2/Test_Images/ISIC_0034931.jpg,bkl_images,0.9754343
gs://skin_cancer_project2/Test_Images/ISIC_0035648.jpg,nv_images,0.81453794
gs://skin_cancer_project2/Test_Images/ISIC_0035532.jpg,nv_images,0.9282728
gs://skin_cancer_project2/Test_Images/ISIC_0034956.jpg,nv_images,0.9217655
gs://skin_cancer_project2/Test_Images/ISIC_0035623.jpg,nv_images,0.80798995
gs://skin_cancer_project2/Test_Images/ISIC_0035729.jpg,df_images,0.98092604
gs://skin_cancer_project2/Test_Images/ISIC_0035754.jpg,nv_images,0.61829686
gs://skin_cancer_project2/Test_Images/ISIC_0034825.jpg,nv_images,0.44356382
gs://skin_cancer_project2/Test_Images/ISIC_0035395.jpg,nv_images,0.86525774
gs://skin_cancer_project2/Test_Images/ISIC_0035528.jpg,nv_images,0.9274271
gs://skin_cancer_project2/Test_Images/ISIC_0035839.jpg,nv_images,0.56438714
gs://skin_cancer_project2/Test_Images/ISIC_0035477.jpg,nv_images,0.9307527
gs://skin_cancer_project2/Test_Images/ISIC_0035351.jpg,mel_images,0.7109666
gs://skin_cancer_project2/Test_Images/ISIC_0035905.jpg,vasc_images,0.9481145
gs://skin_cancer_project2/Test_Images/ISIC_0035031.jpg,nv_images,0.9353636
gs://skin_cancer_project2/Test_Images/ISIC_0035417.jpg,nv_images,0.9347813
gs://skin_cancer_project2/Test_Images/ISIC_0035889.jpg,mel_images,0.90604925
gs://skin_cancer_project2/Test_Images/ISIC_0034623.jpg,nv_images,0.94250506
gs://skin_cancer_project2/Test_Images/ISIC_0035013.jpg,nv_images,0.9362197
gs://skin_cancer_project2/Test_Images/ISIC_0035454.jpg,nv_images,0.6610157
gs://skin_cancer_project2/Test_Images/ISIC_0035637.jpg,mel_images,0.9529698
gs://skin_cancer_project2/Test_Images/ISIC_0034988.jpg,nv_images,0.5091901
gs://skin_cancer_project2/Test_Images/ISIC_0035175.jpg,nv_images,0.93427366
gs://skin_cancer_project2/Test_Images/ISIC_0034584.jpg,nv_images,0.8991238
gs://skin_cancer_project2/Test_Images/ISIC_0034808.jpg,nv_images,0.92904365
gs://skin_cancer_project2/Test_Images/ISIC_0035434.jpg,mel_images,0.77809095
gs://skin_cancer_project2/Test_Images/ISIC_0034651.jpg,bkl_images,0.96394974
gs://skin_cancer_project2/Test_Images/ISIC_0035140.jpg,nv_images,0.8671957
gs://skin_cancer_project2/Test_Images/ISIC_0035679.jpg,bkl_images,0.575746
gs://skin_cancer_project2/Test_Images/ISIC_0035118.jpg,vasc_images,0.40949598
gs://skin_cancer_project2/Test_Images/ISIC_0034731.jpg,nv_images,0.736063
gs://skin_cancer_project2/Test_Images/ISIC_0035350.jpg,nv_images,0.9157616
gs://skin_cancer_project2/Test_Images/ISIC_0035542.jpg,nv_images,0.9327799
gs://skin_cancer_project2/Test_Images/ISIC_0035470.jpg,nv_images,0.9420234
gs://skin_cancer_project2/Test_Images/ISIC_0035845.jpg,mel_images,0.97306967
gs://skin_cancer_project2/Test_Images/ISIC_0034683.jpg,nv_images,0.9252243
gs://skin_cancer_project2/Test_Images/ISIC_0035790.jpg,bkl_images,0.4750044
gs://skin_cancer_project2/Test_Images/ISIC_0034607.jpg,nv_images,0.915786
gs://skin_cancer_project2/Test_Images/ISIC_0035020.jpg,nv_images,0.93090075
gs://skin_cancer_project2/Test_Images/ISIC_0034980.jpg,bkl_images,0.916631
gs://skin_cancer_project2/Test_Images/ISIC_0035684.jpg,nv_images,0.7886469
gs://skin_cancer_project2/Test_Images/ISIC_0035091.jpg,nv_images,0.85666275
gs://skin_cancer_project2/Test_Images/ISIC_0035028.jpg,bkl_images,0.9289852
gs://skin_cancer_project2/Test_Images/ISIC_0034642.jpg,mel_images,0.5796191
gs://skin_cancer_project2/Test_Images/ISIC_0035129.jpg,akiec_images,0.51225555
gs://skin_cancer_project2/Test_Images/ISIC_0035191.jpg,nv_images,0.9271904
gs://skin_cancer_project2/Test_Images/ISIC_0035631.jpg,bkl_images,0.83589804
gs://skin_cancer_project2/Test_Images/ISIC_0035067.jpg,nv_images,0.89565843
gs://skin_cancer_project2/Test_Images/ISIC_0034982.jpg,akiec_images,0.9299183
gs://skin_cancer_project2/Test_Images/ISIC_0035099.jpg,mel_images,0.9381903
gs://skin_cancer_project2/Test_Images/ISIC_0035090.jpg,mel_images,0.9608917
gs://skin_cancer_project2/Test_Images/ISIC_0034889.jpg,nv_images,0.92190355
gs://skin_cancer_project2/Test_Images/ISIC_0035445.jpg,nv_images,0.93556374
gs://skin_cancer_project2/Test_Images/ISIC_0034645.jpg,nv_images,0.9288201
gs://skin_cancer_project2/Test_Images/ISIC_0034574.jpg,df_images,0.45289093
gs://skin_cancer_project2/Test_Images/ISIC_0035368.jpg,nv_images,0.43916968
gs://skin_cancer_project2/Test_Images/ISIC_0035692.jpg,bcc_images,0.96560985
gs://skin_cancer_project2/Test_Images/ISIC_0035052.jpg,nv_images,0.9260921
gs://skin_cancer_project2/Test_Images/ISIC_0035920.jpg,mel_images,0.9441165
gs://skin_cancer_project2/Test_Images/ISIC_0034992.jpg,nv_images,0.9223945
gs://skin_cancer_project2/Test_Images/ISIC_0034618.jpg,bcc_images,0.47509673
gs://skin_cancer_project2/Test_Images/ISIC_0035399.jpg,nv_images,0.91889066
gs://skin_cancer_project2/Test_Images/ISIC_0034688.jpg,nv_images,0.93518025
gs://skin_cancer_project2/Test_Images/ISIC_0035005.jpg,nv_images,0.6713561
gs://skin_cancer_project2/Test_Images/ISIC_0035841.jpg,nv_images,0.9300104
gs://skin_cancer_project2/Test_Images/ISIC_0034707.jpg,nv_images,0.9380585
gs://skin_cancer_project2/Test_Images/ISIC_0035774.jpg,nv_images,0.89302766
gs://skin_cancer_project2/Test_Images/ISIC_0035877.jpg,mel_images,0.85148543
gs://skin_cancer_project2/Test_Images/ISIC_0034567.jpg,nv_images,0.9332054
gs://skin_cancer_project2/Test_Images/ISIC_0035781.jpg,nv_images,0.82495123
gs://skin_cancer_project2/Test_Images/ISIC_0036003.jpg,bkl_images,0.9655515
gs://skin_cancer_project2/Test_Images/ISIC_0035794.jpg,mel_images,0.55840874
gs://skin_cancer_project2/Test_Images/ISIC_0035983.jpg,nv_images,0.9286887
gs://skin_cancer_project2/Test_Images/ISIC_0035522.jpg,mel_images,0.93231
gs://skin_cancer_project2/Test_Images/ISIC_0035022.jpg,nv_images,0.95337677
gs://skin_cancer_project2/Test_Images/ISIC_0035023.jpg,nv_images,0.8985658
gs://skin_cancer_project2/Test_Images/ISIC_0035356.jpg,nv_images,0.9164665
gs://skin_cancer_project2/Test_Images/ISIC_0035469.jpg,nv_images,0.9320227
gs://skin_cancer_project2/Test_Images/ISIC_0035600.jpg,nv_images,0.89770454
gs://skin_cancer_project2/Test_Images/ISIC_0034579.jpg,akiec_images,0.93016475
gs://skin_cancer_project2/Test_Images/ISIC_0034528.jpg,nv_images,0.845689
gs://skin_cancer_project2/Test_Images/ISIC_0034643.jpg,nv_images,0.93698454
gs://skin_cancer_project2/Test_Images/ISIC_0035308.jpg,bcc_images,0.91786766
gs://skin_cancer_project2/Test_Images/ISIC_0035153.jpg,nv_images,0.9423096
gs://skin_cancer_project2/Test_Images/ISIC_0034894.jpg,nv_images,0.9348702
gs://skin_cancer_project2/Test_Images/ISIC_0034955.jpg,nv_images,0.8267657
gs://skin_cancer_project2/Test_Images/ISIC_0035507.jpg,nv_images,0.9335684
gs://skin_cancer_project2/Test_Images/ISIC_0035281.jpg,nv_images,0.946732
gs://skin_cancer_project2/Test_Images/ISIC_0035982.jpg,df_images,0.9860991
gs://skin_cancer_project2/Test_Images/ISIC_0035051.jpg,nv_images,0.87616265
gs://skin_cancer_project2/Test_Images/ISIC_0034757.jpg,nv_images,0.9142881
gs://skin_cancer_project2/Test_Images/ISIC_0034583.jpg,nv_images,0.90083617
gs://skin_cancer_project2/Test_Images/ISIC_0035212.jpg,bkl_images,0.9511615
gs://skin_cancer_project2/Test_Images/ISIC_0035480.jpg,nv_images,0.9434675
gs://skin_cancer_project2/Test_Images/ISIC_0035756.jpg,mel_images,0.8767149
gs://skin_cancer_project2/Test_Images/ISIC_0035892.jpg,nv_images,0.8913774
gs://skin_cancer_project2/Test_Images/ISIC_0034850.jpg,bkl_images,0.87877965
gs://skin_cancer_project2/Test_Images/ISIC_0035531.jpg,nv_images,0.9446701
gs://skin_cancer_project2/Test_Images/ISIC_0035317.jpg,akiec_images,0.39597046
gs://skin_cancer_project2/Test_Images/ISIC_0035136.jpg,mel_images,0.7108067
gs://skin_cancer_project2/Test_Images/ISIC_0034697.jpg,nv_images,0.92000484
gs://skin_cancer_project2/Test_Images/ISIC_0035361.jpg,nv_images,0.9089974
gs://skin_cancer_project2/Test_Images/ISIC_0036044.jpg,nv_images,0.8928219
gs://skin_cancer_project2/Test_Images/ISIC_0034842.jpg,bkl_images,0.9378849
gs://skin_cancer_project2/Test_Images/ISIC_0035730.jpg,bkl_images,0.9598559
gs://skin_cancer_project2/Test_Images/ISIC_0035173.jpg,nv_images,0.9341755
gs://skin_cancer_project2/Test_Images/ISIC_0035210.jpg,akiec_images,0.62555784
gs://skin_cancer_project2/Test_Images/ISIC_0035225.jpg,nv_images,0.73925847
gs://skin_cancer_project2/Test_Images/ISIC_0034599.jpg,nv_images,0.767318
gs://skin_cancer_project2/Test_Images/ISIC_0035006.jpg,nv_images,0.93042755
gs://skin_cancer_project2/Test_Images/ISIC_0034555.jpg,vasc_images,0.69416016
gs://skin_cancer_project2/Test_Images/ISIC_0036055.jpg,nv_images,0.91685396
gs://skin_cancer_project2/Test_Images/ISIC_0035280.jpg,mel_images,0.75841767
gs://skin_cancer_project2/Test_Images/ISIC_0035450.jpg,bcc_images,0.6418896
gs://skin_cancer_project2/Test_Images/ISIC_0034849.jpg,bkl_images,0.9765322
gs://skin_cancer_project2/Test_Images/ISIC_0035912.jpg,nv_images,0.941626
gs://skin_cancer_project2/Test_Images/ISIC_0035393.jpg,mel_images,0.8850861
gs://skin_cancer_project2/Test_Images/ISIC_0035196.jpg,nv_images,0.7882431
gs://skin_cancer_project2/Test_Images/ISIC_0034973.jpg,nv_images,0.94054586
gs://skin_cancer_project2/Test_Images/ISIC_0036018.jpg,df_images,0.9150231
gs://skin_cancer_project2/Test_Images/ISIC_0035771.jpg,nv_images,0.48937362
gs://skin_cancer_project2/Test_Images/ISIC_0034608.jpg,vasc_images,0.6194227
gs://skin_cancer_project2/Test_Images/ISIC_0034811.jpg,nv_images,0.8602857
gs://skin_cancer_project2/Test_Images/ISIC_0035903.jpg,nv_images,0.90352917
gs://skin_cancer_project2/Test_Images/ISIC_0035061.jpg,nv_images,0.90253425
gs://skin_cancer_project2/Test_Images/ISIC_0034596.jpg,bkl_images,0.82014173
gs://skin_cancer_project2/Test_Images/ISIC_0034906.jpg,bcc_images,0.7255439
gs://skin_cancer_project2/Test_Images/ISIC_0035559.jpg,nv_images,0.92932296
gs://skin_cancer_project2/Test_Images/ISIC_0035358.jpg,nv_images,0.93036336
gs://skin_cancer_project2/Test_Images/ISIC_0034851.jpg,nv_images,0.9143762
gs://skin_cancer_project2/Test_Images/ISIC_0035949.jpg,bkl_images,0.7913084
gs://skin_cancer_project2/Test_Images/ISIC_0035015.jpg,nv_images,0.9258233
gs://skin_cancer_project2/Test_Images/ISIC_0034968.jpg,nv_images,0.90648854
gs://skin_cancer_project2/Test_Images/ISIC_0034691.jpg,nv_images,0.3903845
gs://skin_cancer_project2/Test_Images/ISIC_0035137.jpg,nv_images,0.9258102
gs://skin_cancer_project2/Test_Images/ISIC_0034644.jpg,nv_images,0.8795946
gs://skin_cancer_project2/Test_Images/ISIC_0036022.jpg,bkl_images,0.8670531
gs://skin_cancer_project2/Test_Images/ISIC_0035132.jpg,nv_images,0.5601492
gs://skin_cancer_project2/Test_Images/ISIC_0034803.jpg,nv_images,0.8845059
gs://skin_cancer_project2/Test_Images/ISIC_0035111.jpg,nv_images,0.90201616
gs://skin_cancer_project2/Test_Images/ISIC_0035934.jpg,nv_images,0.83512396
gs://skin_cancer_project2/Test_Images/ISIC_0035162.jpg,mel_images,0.46679625
gs://skin_cancer_project2/Test_Images/ISIC_0035919.jpg,df_images,0.99736315
gs://skin_cancer_project2/Test_Images/ISIC_0035402.jpg,nv_images,0.89947844
gs://skin_cancer_project2/Test_Images/ISIC_0035516.jpg,nv_images,0.91829556
gs://skin_cancer_project2/Test_Images/ISIC_0035902.jpg,mel_images,0.9644809
gs://skin_cancer_project2/Test_Images/ISIC_0035490.jpg,bcc_images,0.48008698
gs://skin_cancer_project2/Test_Images/ISIC_0034958.jpg,mel_images,0.53688365
gs://skin_cancer_project2/Test_Images/ISIC_0035813.jpg,nv_images,0.7186118
gs://skin_cancer_project2/Test_Images/ISIC_0035574.jpg,nv_images,0.8995681
gs://skin_cancer_project2/Test_Images/ISIC_0035988.jpg,nv_images,0.71994317
gs://skin_cancer_project2/Test_Images/ISIC_0035354.jpg,nv_images,0.9310303
gs://skin_cancer_project2/Test_Images/ISIC_0035745.jpg,nv_images,0.80610394
gs://skin_cancer_project2/Test_Images/ISIC_0034841.jpg,nv_images,0.86203885
gs://skin_cancer_project2/Test_Images/ISIC_0035169.jpg,nv_images,0.9274832
gs://skin_cancer_project2/Test_Images/ISIC_0034604.jpg,nv_images,0.8763769
gs://skin_cancer_project2/Test_Images/ISIC_0034790.jpg,nv_images,0.935682
gs://skin_cancer_project2/Test_Images/ISIC_0035591.jpg,nv_images,0.9226695
gs://skin_cancer_project2/Test_Images/ISIC_0035360.jpg,nv_images,0.3864314
gs://skin_cancer_project2/Test_Images/ISIC_0035256.jpg,nv_images,0.9302608
gs://skin_cancer_project2/Test_Images/ISIC_0035488.jpg,nv_images,0.90085214
gs://skin_cancer_project2/Test_Images/ISIC_0035904.jpg,df_images,0.99264127
gs://skin_cancer_project2/Test_Images/ISIC_0034704.jpg,nv_images,0.9220069
gs://skin_cancer_project2/Test_Images/ISIC_0035787.jpg,bkl_images,0.8737156
gs://skin_cancer_project2/Test_Images/ISIC_0035138.jpg,nv_images,0.8899448
gs://skin_cancer_project2/Test_Images/ISIC_0035295.jpg,nv_images,0.9008228
gs://skin_cancer_project2/Test_Images/ISIC_0035547.jpg,bcc_images,0.9029077
gs://skin_cancer_project2/Test_Images/ISIC_0034777.jpg,nv_images,0.86622465
gs://skin_cancer_project2/Test_Images/ISIC_0035898.jpg,nv_images,0.92080206
gs://skin_cancer_project2/Test_Images/ISIC_0034625.jpg,nv_images,0.9295419
gs://skin_cancer_project2/Test_Images/ISIC_0034991.jpg,nv_images,0.9452889
gs://skin_cancer_project2/Test_Images/ISIC_0034901.jpg,nv_images,0.9336953
gs://skin_cancer_project2/Test_Images/ISIC_0034619.jpg,nv_images,0.9133668
gs://skin_cancer_project2/Test_Images/ISIC_0034588.jpg,nv_images,0.46405146
gs://skin_cancer_project2/Test_Images/ISIC_0034649.jpg,nv_images,0.9331714
gs://skin_cancer_project2/Test_Images/ISIC_0035437.jpg,nv_images,0.9153732
gs://skin_cancer_project2/Test_Images/ISIC_0035594.jpg,bcc_images,0.95209175
gs://skin_cancer_project2/Test_Images/ISIC_0035731.jpg,nv_images,0.894849
gs://skin_cancer_project2/Test_Images/ISIC_0035971.jpg,nv_images,0.66509336
gs://skin_cancer_project2/Test_Images/ISIC_0034829.jpg,nv_images,0.9276425
gs://skin_cancer_project2/Test_Images/ISIC_0035158.jpg,nv_images,0.942425
gs://skin_cancer_project2/Test_Images/ISIC_0035419.jpg,nv_images,0.5593871
gs://skin_cancer_project2/Test_Images/ISIC_0036046.jpg,nv_images,0.9255142
gs://skin_cancer_project2/Test_Images/ISIC_0035721.jpg,vasc_images,0.8568824
gs://skin_cancer_project2/Test_Images/ISIC_0034659.jpg,nv_images,0.90850073
gs://skin_cancer_project2/Test_Images/ISIC_0035538.jpg,mel_images,0.44801444
gs://skin_cancer_project2/Test_Images/ISIC_0035890.jpg,df_images,0.9860701
gs://skin_cancer_project2/Test_Images/ISIC_0034815.jpg,nv_images,0.9517775
gs://skin_cancer_project2/Test_Images/ISIC_0035315.jpg,nv_images,0.91716886
gs://skin_cancer_project2/Test_Images/ISIC_0034535.jpg,bkl_images,0.78836405
gs://skin_cancer_project2/Test_Images/ISIC_0034652.jpg,bkl_images,0.9702818
gs://skin_cancer_project2/Test_Images/ISIC_0034656.jpg,bkl_images,0.6821693
gs://skin_cancer_project2/Test_Images/ISIC_0034763.jpg,nv_images,0.94327533
gs://skin_cancer_project2/Test_Images/ISIC_0035372.jpg,akiec_images,0.97692215
gs://skin_cancer_project2/Test_Images/ISIC_0034590.jpg,nv_images,0.7613202
gs://skin_cancer_project2/Test_Images/ISIC_0035462.jpg,mel_images,0.74053895
gs://skin_cancer_project2/Test_Images/ISIC_0035767.jpg,nv_images,0.91868114
gs://skin_cancer_project2/Test_Images/ISIC_0035381.jpg,nv_images,0.90574235
gs://skin_cancer_project2/Test_Images/ISIC_0035485.jpg,nv_images,0.85852355
gs://skin_cancer_project2/Test_Images/ISIC_0035948.jpg,nv_images,0.8791561
gs://skin_cancer_project2/Test_Images/ISIC_0035260.jpg,nv_images,0.9252604
gs://skin_cancer_project2/Test_Images/ISIC_0035714.jpg,nv_images,0.91774493
gs://skin_cancer_project2/Test_Images/ISIC_0035577.jpg,nv_images,0.8753896
gs://skin_cancer_project2/Test_Images/ISIC_0034703.jpg,nv_images,0.9061054
gs://skin_cancer_project2/Test_Images/ISIC_0034593.jpg,nv_images,0.94356966
gs://skin_cancer_project2/Test_Images/ISIC_0035555.jpg,nv_images,0.90150326
gs://skin_cancer_project2/Test_Images/ISIC_0035457.jpg,nv_images,0.6281549
gs://skin_cancer_project2/Test_Images/ISIC_0035501.jpg,nv_images,0.9423241
gs://skin_cancer_project2/Test_Images/ISIC_0035560.jpg,nv_images,0.9257427
gs://skin_cancer_project2/Test_Images/ISIC_0035176.jpg,nv_images,0.9329824
gs://skin_cancer_project2/Test_Images/ISIC_0035636.jpg,nv_images,0.6119267
gs://skin_cancer_project2/Test_Images/ISIC_0035822.jpg,mel_images,0.6737044
gs://skin_cancer_project2/Test_Images/ISIC_0034909.jpg,nv_images,0.88831383
gs://skin_cancer_project2/Test_Images/ISIC_0036007.jpg,df_images,0.9955655
gs://skin_cancer_project2/Test_Images/ISIC_0035466.jpg,akiec_images,0.7598619
gs://skin_cancer_project2/Test_Images/ISIC_0035264.jpg,bkl_images,0.9119575
gs://skin_cancer_project2/Test_Images/ISIC_0035632.jpg,nv_images,0.6544278
gs://skin_cancer_project2/Test_Images/ISIC_0035521.jpg,nv_images,0.818536
gs://skin_cancer_project2/Test_Images/ISIC_0035539.jpg,nv_images,0.9337062
gs://skin_cancer_project2/Test_Images/ISIC_0035985.jpg,nv_images,0.9148878
gs://skin_cancer_project2/Test_Images/ISIC_0035232.jpg,mel_images,0.71915686
